"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"POL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2012",4.6,
"PRT","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2005",3.5,
"PRT","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2006",3.3,
"PRT","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2007",3.4,
"PRT","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2008",3.3,
"PRT","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2009",3.6,
"PRT","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2010",2.5,
"PRT","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2011",3.1,
"PRT","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2012",3.4,
"SVK","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2005",7.2,
"SVK","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2006",6.6,
"SVK","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2007",6.1,
"SVK","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2008",5.9,
"SVK","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2009",5.7,
"SVK","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2010",5.7,
"SVK","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2011",4.9,
"SVK","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2012",5.8,
"ESP","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2005",3.7,
"ESP","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2006",3.5,
"ESP","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2007",3.4,
"ESP","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2008",3.3,
"ESP","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2009",3.2,
"ESP","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2010",3.2,
"ESP","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2011",3.1,
"ESP","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2012",3.1,
"SWE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2005",2.4,
"SWE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2006",2.8,
"SWE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2007",2.5,
"SWE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2008",2.5,
"SWE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2009",2.5,
"SWE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2010",2.5,
"SWE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2011",2.1,
"SWE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2012",2.6,
"CHE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2005",4.2,
"CHE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2006",4.4,
"CHE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2007",3.9,
"CHE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2008",4,
"CHE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2009",4.3,
"CHE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2010",3.8,
"CHE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2011",3.8,
"CHE","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2012",3.6,
"TUR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2005",25.8,
"TUR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2006",24.5,
"TUR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2007",16.5,
"TUR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2008",15.7,
"TUR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2009",13.7,
"TUR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2010",12,
"TUR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2011",11.7,
"TUR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2012",11.6,
"GBR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2005",5.1,
"GBR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2006",4.9,
"GBR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2007",4.7,
"GBR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2008",4.6,
"GBR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2009",4.5,
"GBR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2010",4.2,
"GBR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2011",4.2,
"GBR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2012",4,
"USA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2005",6.9,
"USA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2006",6.7,
"USA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2007",6.8,
"USA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2008",6.6,
"USA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2009",6.4,
"USA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2010",6.1,
"USA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2011",6.1,
"USA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2012",6,
"BRA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2005",19.5,
"BRA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2006",18.2,
"BRA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2007",17.1,
"BRA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2008",16.2,
"BRA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2009",15.4,
"BRA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2010",14.8,
"BRA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2011",14.4,
"BRA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2012",14.3,
"CHL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2005",7.9,
"CHL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2006",7.6,
"CHL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2007",8.3,
"CHL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2008",7.8,
"CHL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2009",7.9,
"CHL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2010",7.4,
"CHL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2011",7.7,
"CHL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2012",7.4,
"CHN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2005",20.3,
"CHN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2006",18.7,
"CHN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2007",17.2,
"CHN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2008",15.8,
"CHN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2009",14.6,
"CHN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2010",13.5,
"CHN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2011",12.5,
"CHN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2012",11.5,
"EST","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2005",5.4,
"EST","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2006",4.4,
"EST","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2007",5,
"EST","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2008",5,
"EST","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2009",3.6,
"EST","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2010",3.3,
"EST","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2011",2.5,
"EST","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2012",3.6,
"IND","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2005",55.8,
"IND","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2006",53.9,
"IND","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2007",51.9,
"IND","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2008",50,
"IND","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2009",48.2,
"IND","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2010",46.3,
"IND","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2011",44.4,
"IND","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2012",42.6,
"IDN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2005",33.4,
"IDN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2006",32.1,
"IDN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2007",30.9,
"IDN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2008",29.7,
"IDN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2009",28.5,
"IDN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2010",27.4,
"IDN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2011",26.3,
"IDN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2012",25.3,
"ISR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2005",4.4,
"ISR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2006",4,
"ISR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2007",3.9,
"ISR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2008",3.8,
"ISR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2009",3.8,
"ISR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2010",3.7,
"ISR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2011",3.5,
"ISR","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2012",3.6,
"RUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2005",11,
"RUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2006",10.2,
"RUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2007",9.4,
"RUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2008",8.5,
"RUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2009",8.1,
"RUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2010",7.5,
"RUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2011",7.4,
"RUS","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2012",8.6,"B"
"SVN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2005",4.1,
"SVN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2006",3.4,
"SVN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2007",2.8,
"SVN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2008",2.4,
"SVN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2009",2.4,
"SVN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2010",2.5,
"SVN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2011",2.9,
"SVN","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2012",1.6,
"ZAF","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2005",51.5,
"ZAF","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2006",50,
"ZAF","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2007",48.6,
"ZAF","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2008",46.6,
"ZAF","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2009",41.1,
"ZAF","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2010",38.2,
"ZAF","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2011",37.1,
"ZAF","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2012",36.8,
"COL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2005",18.4,
"COL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2006",17.8,
"COL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2007",17.3,
"COL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2008",16.9,
"COL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2009",16.4,
"COL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2010",15.9,
"COL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2011",15.4,
"COL","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2012",14.9,
"LVA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2005",7.7,
"LVA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2006",7.4,
"LVA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2007",8.5,
"LVA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2008",6.6,
"LVA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2009",7.6,
"LVA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2010",5.6,
"LVA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2011",6.6,
"LVA","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2012",6.3,
"LTU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2005",7.1,
"LTU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2006",7.2,
"LTU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2007",6.3,
"LTU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2008",5.5,
"LTU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2009",5.6,
"LTU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2010",5,
"LTU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2011",4.8,
"LTU","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2012",3.9,
"CRI","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2005",9,
"CRI","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2006",8.9,
"CRI","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2007",8.9,
"CRI","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2008",8.9,
"CRI","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2009",8.9,
"CRI","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2010",8.9,
"CRI","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2011",8.8,
"CRI","INFANTMORTALITY","TOT","DEATH_1000BIRTH","A","2012",8.8,
